,OCC_CODE,cognitive_abilities,physical_abilities,psychomotor_abilities,sensory_abilities,assisting_and_caring,cramped_work_space,fine_arts,finger_dexterity,manual_dexterity,Negotiation,Originality,Persuasion,social_perceptiveness,GP_pred_0,GP_pred_1,prob_class_new
608,49-9061,2.3584864864864903,0.57,1.95,1.9375,1.01,1.4,1.22,3.88,3.25,2.0,2.62,2.12,2.5,0.17081985135382638,0.8291801486461736,1) High
609,49-9062,2.9461081081081097,1.48666666666667,2.589,2.2491666666666696,3.29,2.62,0.18,4.0,3.38,2.5,3.0,2.75,2.75,0.5331357508535177,0.4668642491464823,2) Medium
610,49-9063,2.69264864864865,1.61111111111111,2.701,2.335,1.48,2.07,3.79,4.25,3.88,2.75,2.75,2.88,2.88,0.5874230677034689,0.41257693229653114,2) Medium
611,49-9064,2.45308108108108,0.318888888888889,2.488,1.7191666666666698,1.8,2.07,0.47,4.88,3.12,1.62,2.62,2.12,2.5,0.1389263648090946,0.8610736351909054,1) High
612,49-9071,2.69372972972973,2.3322222222222204,2.662,2.47,2.74,3.29,0.17,3.25,3.12,1.62,2.12,1.62,2.62,0.17530148536354773,0.8246985146364523,1) High
613,49-9081,3.07108108108108,2.55444444444444,2.888,2.6866666666666696,3.11,4.17,0.07,3.5,3.0,2.0,2.62,2.12,2.5,0.3702513232107947,0.6297486767892053,1) High
614,49-9091,2.358,1.51333333333333,2.463,2.03083333333333,1.49,2.77,0.17,3.25,3.12,1.5,2.0,1.75,2.5,0.08153343393644263,0.9184665660635574,1) High
615,49-9092,3.0308648648648595,2.77666666666667,3.0,2.80083333333333,4.03,3.48,0.0,3.5,3.25,2.62,3.0,2.62,3.0,0.7274086946963507,0.2725913053036493,3) Low
616,49-9093,2.11432432432432,1.5811111111111102,2.748,1.9466666666666699,1.4,1.79,0.56,3.62,3.5,1.88,1.88,2.12,2.12,0.07190895312521661,0.9280910468747834,1) High
617,49-9094,2.86264864864865,1.87555555555556,2.713,2.3425,2.48,3.43,0.19,3.75,3.12,2.12,2.38,2.25,2.5,0.20297021763258272,0.7970297823674173,1) High
618,49-9095,3.40027027027027,2.9322222222222205,3.528,2.8891666666666698,3.75,3.93,1.2,3.5,3.5,2.75,2.88,3.0,2.75,0.7989941940767267,0.20100580592327333,3) Low
619,49-9096,2.6000540540540498,2.32222222222222,2.778,2.5025,1.71,3.48,0.1,2.75,3.25,1.88,2.25,2.25,2.0,0.16864854929747253,0.8313514507025275,1) High
620,49-9097,2.7964324324324306,2.10111111111111,2.952,2.82583333333333,2.36,2.99,0.08,3.63,3.38,1.75,2.13,2.12,2.25,0.12347946734337256,0.8765205326566274,1) High
621,49-9098,2.44010810810811,2.5833333333333304,2.736,2.53166666666667,3.03,3.41,0.23,3.12,3.0,1.5,2.0,1.88,2.25,0.18142389018225913,0.8185761098177409,1) High
622,49-9099,3.04540540540541,2.07,2.95,2.665,3.43,3.09,0.06,3.0,3.0,1.88,2.75,2.25,2.0,0.3556308980192284,0.6443691019807716,1) High
623,51-1011,2.9471351351351296,1.45777777777778,2.576,2.1883333333333304,3.76,1.52,0.0,3.0,2.88,3.12,3.5,3.12,3.75,0.8911519711928122,0.1088480288071878,3) Low
624,51-2011,2.79367567567568,2.12333333333333,2.75,2.585,2.51,2.4,0.52,3.88,3.25,2.25,2.5,2.25,2.25,0.17794885601347232,0.8220511439865277,1) High
625,51-2021,2.43713513513514,1.51444444444444,2.4090000000000003,1.7491666666666699,3.19,2.0,0.9,3.25,3.12,1.12,0.88,1.25,2.25,0.10639890849449785,0.8936010915055022,1) High
626,51-2022,2.30664864864865,1.36,2.55,1.865,2.56,2.07,0.0,3.75,3.25,1.88,2.12,1.88,2.5,0.08799806349077244,0.9120019365092276,1) High
627,51-2023,2.2692972972973,1.40111111111111,2.138,1.8341666666666698,1.92,2.46,0.32,3.75,3.25,1.62,2.0,1.62,1.75,0.05994303381874033,0.9400569661812597,1) High
628,51-2031,2.50454054054054,1.84777777777778,2.725,2.39666666666667,1.78,2.86,0.0,3.25,3.25,2.0,2.0,2.0,2.12,0.07244954484451682,0.9275504551554832,1) High
629,51-2041,2.40994594594595,1.9311111111111101,2.499,1.9591666666666698,2.1,2.85,0.1,3.0,3.0,1.75,1.0,2.12,2.25,0.051202305457309194,0.9487976945426908,1) High
630,51-2091,2.61410810810811,2.2811111111111098,2.9789999999999996,2.55416666666667,2.54,2.6,0.2,3.13,3.38,2.38,2.38,2.5,2.38,0.23140694801020345,0.7685930519897965,1) High
631,51-2092,2.21140540540541,1.65222222222222,2.575,2.02,1.45,1.61,0.0,3.12,2.88,1.62,1.88,2.25,2.5,0.049983045997464615,0.9500169540025354,1) High
632,51-2093,2.12097297297297,0.20777777777777803,2.675,2.095,1.4,1.77,0.0,4.75,3.25,0.88,2.25,1.88,2.38,0.09040579370105206,0.9095942062989479,1) High
633,51-3011,2.20432432432432,1.30555555555556,2.062,1.6975,2.13,1.5,1.09,3.0,2.88,1.88,2.62,1.75,2.62,0.2194748244580751,0.7805251755419249,1) High
634,51-3021,2.44637837837838,1.9188888888888898,2.5980000000000003,1.9458333333333302,2.13,1.34,0.05,3.12,3.25,2.75,2.0,2.88,2.88,0.15240450145722662,0.8475954985427734,1) High
635,51-3022,2.60340540540541,1.92777777777778,2.477,1.9583333333333302,3.43,2.15,1.37,2.88,2.75,2.12,2.12,2.12,2.38,0.3352527912433061,0.6647472087566939,1) High
636,51-3023,1.9590810810810801,1.98333333333333,2.537,1.375,1.55,1.72,0.0,3.0,3.0,1.12,0.88,0.88,1.75,0.033389589315106605,0.9666104106848934,1) High
637,51-3091,2.45632432432432,1.87555555555556,2.551,2.21833333333333,2.87,2.13,0.25,3.0,3.0,2.12,2.12,2.25,2.12,0.12384338864205802,0.876156611357942,1) High
638,51-3092,2.38886486486486,1.5411111111111102,2.375,1.6633333333333302,2.43,2.48,0.32,2.38,3.0,1.62,1.5,1.62,2.75,0.11469594817003781,0.8853040518299622,1) High
639,51-3093,2.37389189189189,1.5411111111111102,2.4130000000000003,1.8441666666666698,2.89,2.41,0.0,2.38,2.62,1.62,1.38,1.38,2.5,0.07053682869604927,0.9294631713039507,1) High
640,51-4011,2.79610810810811,1.87444444444444,3.3489999999999998,2.9366666666666696,2.27,2.52,0.37,3.62,3.75,2.12,3.0,2.5,2.75,0.4307807337021643,0.5692192662978357,2) Medium
641,51-4012,2.8392972972973003,1.41777777777778,2.537,1.9158333333333302,1.78,1.68,0.76,3.0,2.75,1.88,3.0,2.5,2.75,0.31277654890561735,0.6872234510943827,1) High
642,51-4021,2.42940540540541,2.30444444444444,3.012,2.385,1.68,2.33,0.42,3.25,3.0,1.5,2.0,1.88,2.38,0.07456307243774063,0.9254369275622594,1) High
643,51-4022,2.5452972972973,1.86111111111111,2.823,2.15666666666667,2.08,2.9,0.67,3.12,3.12,2.12,2.12,2.12,2.38,0.15491328184236863,0.8450867181576314,1) High
644,51-4023,2.74183783783784,2.25,3.325,2.49083333333333,2.94,2.31,0.0,3.12,3.0,1.62,2.12,1.75,2.5,0.11866142507676614,0.8813385749232339,1) High
645,51-4031,2.33518918918919,2.09555555555556,2.887,2.17583333333333,1.79,2.4,0.0,3.12,3.12,1.88,1.88,1.75,2.0,0.04631149006991109,0.9536885099300889,1) High
646,51-4032,2.47227027027027,1.75,2.761,2.2291666666666696,2.38,2.03,0.39,3.5,3.12,1.88,2.12,2.0,2.25,0.08767413044643035,0.9123258695535696,1) High
647,51-4033,2.43978378378378,2.02777777777778,3.023,2.07083333333333,2.83,1.84,0.18,3.0,3.12,1.38,1.75,1.62,2.25,0.08186121569804072,0.9181387843019593,1) High
648,51-4034,2.38567567567568,1.9288888888888898,2.648,1.9483333333333301,1.52,1.83,0.25,3.12,3.0,1.0,2.0,1.38,2.12,0.06233030729708844,0.9376696927029116,1) High
649,51-4035,2.30508108108108,1.86222222222222,2.748,1.8966666666666698,2.33,1.62,0.07,3.25,3.12,1.5,2.25,1.62,2.25,0.07899881575019663,0.9210011842498034,1) High
650,51-4041,2.57481081081081,2.05555555555556,3.174,2.42666666666667,1.73,1.63,0.48,3.62,3.38,2.12,3.12,2.5,2.75,0.3180791080440599,0.6819208919559401,1) High
651,51-4051,2.6069729729729705,2.3877777777777798,2.9739999999999998,2.6275,2.38,2.66,0.04,3.0,3.25,2.0,2.0,2.25,2.38,0.11991030577667061,0.8800896942233294,1) High
652,51-4052,2.5652972972973,1.90222222222222,2.736,2.42833333333333,3.09,2.67,0.67,3.0,3.25,2.12,2.12,2.12,2.12,0.23019022269920697,0.769809777300793,1) High
653,51-4061,2.4030270270270297,1.84777777777778,2.949,2.01083333333333,1.65,2.29,0.05,3.25,3.38,1.38,2.75,1.88,2.62,0.18129635730679183,0.8187036426932082,1) High
654,51-4062,2.4748108108108102,1.61,2.66,2.2291666666666696,1.21,2.71,0.04,3.12,3.12,1.75,2.5,1.75,2.5,0.11143736919461844,0.8885626308053816,1) High
655,51-4071,2.1130810810810803,2.23444444444444,2.623,1.8858333333333301,2.07,2.52,0.13,3.25,3.62,1.12,1.25,1.25,2.12,0.06886377462672044,0.9311362253732796,1) High
656,51-4072,2.3362162162162203,2.40444444444444,2.736,2.27,2.41,2.35,0.02,3.12,3.0,2.0,2.25,2.0,2.12,0.08609289655896646,0.9139071034410335,1) High
657,51-4081,2.54389189189189,1.7911111111111102,2.9130000000000003,2.32416666666667,1.91,2.8,0.68,3.25,3.12,2.0,2.12,2.12,2.12,0.1201785706116425,0.8798214293883575,1) High
658,51-4111,2.6859459459459503,1.6533333333333302,2.838,2.0191666666666697,2.49,1.58,0.17,3.38,3.0,1.38,2.88,1.62,2.0,0.1460452065401796,0.8539547934598204,1) High
659,51-4121,2.16997297297297,1.9088888888888897,2.5745,2.02125,2.58,1.885,0.18,3.315,2.88,1.565,1.63,1.75,2.125,0.04653420492616078,0.9534657950738392,1) High
660,51-4122,2.31681081081081,2.01444444444444,2.674,2.0816666666666697,2.02,2.89,0.19,3.25,3.12,1.75,1.62,1.75,2.5,0.07024708210394692,0.9297529178960531,1) High
661,51-4191,2.4959459459459503,2.29111111111111,2.987,2.4791666666666696,1.84,2.85,0.02,3.0,3.12,1.62,1.88,1.88,2.5,0.08564855928239012,0.9143514407176099,1) High
662,51-4192,2.8047567567567597,1.9166666666666698,2.475,2.135,3.45,2.92,0.11,3.12,3.12,1.62,2.25,1.75,2.75,0.2762383593460527,0.7237616406539473,1) High
663,51-4193,2.53162162162162,1.9566666666666699,2.55,2.0833333333333304,2.74,2.0,0.08,3.0,3.25,2.12,2.25,2.12,2.25,0.13401522419599132,0.8659847758040087,1) High
664,51-4194,2.46172972972973,1.94444444444444,2.888,2.0833333333333304,1.93,2.19,0.45,3.5,3.5,2.0,2.12,2.12,2.12,0.09927645333334567,0.9007235466666543,1) High
665,51-5111,2.3981621621621603,0.292222222222222,1.838,1.7925,1.34,1.33,1.99,2.75,2.75,2.12,3.0,2.38,2.75,0.4390449128439968,0.5609550871560032,2) Medium
666,51-5112,2.39821621621622,1.83444444444444,2.863,2.0625,2.14,3.18,0.03,3.62,3.12,2.25,2.62,2.5,2.88,0.2659329356937974,0.7340670643062026,1) High
667,51-5113,2.40086486486486,2.2211111111111097,2.637,2.355,2.32,2.47,0.25,3.25,3.12,1.88,2.38,2.25,2.62,0.1713491370932161,0.8286508629067839,1) High
668,51-6011,2.04135135135135,1.8733333333333302,2.1109999999999998,1.4791666666666698,2.81,1.32,0.28,3.0,2.62,2.12,2.0,2.12,2.25,0.0722911084125144,0.9277088915874856,1) High
669,51-6021,1.8219999999999998,1.91777777777778,2.7110000000000003,1.4691666666666698,2.89,1.69,0.31,3.12,3.0,1.12,1.25,1.25,1.75,0.05718044052400728,0.9428195594759927,1) High
